Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Category_Code,Category_Label,Category_Hidden,Category_Note,Category_Order,M6080_Value,M6080_Footnote_Code,M6080_Footnote_Text,M6080_MissingValue_Code,M6080_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,,38,2002,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,39.42,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2002,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,3.65,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2002,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,12.24,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2002,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,17.04,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2003,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,18.38,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,49.31,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,28.57,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,9.61,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,27.33,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,39.1,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,4.02,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2003,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,12.69,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2003,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,17.64,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2004,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,18.54,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,49.84,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,25.6,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,11.15,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,25.82,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,39.28,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,4.23,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2004,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,13.35,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2004,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,17.1,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2005,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,19.02,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,47.4,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,26.32,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,10.27,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,27.85,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,39.71,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,5.24,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2005,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,13.07,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2005,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,17.67,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2006,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,20.69,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,42.13,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,31.89,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,10.86,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,29.16,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,39.68,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,6.51,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2006,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,13.57,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2006,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,22.47,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2007,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,22.39,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,45.17,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,34.23,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,12.55,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,29.46,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,40.01,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,7.87,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,13.34,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2007,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,26.3,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2008,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,24.07,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,48.53,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,36.97,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,14.21,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,31.18,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,39.95,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,60,"Information and Communication Technology (ICT)",False,"Information and Communication Technologies (ICTs) are key to modern infrastructure, driving the flow of ideas, data, and innovation. They foster structural transformation by spreading technology, creating new sectors, and improving productivity. ICTs also reduce information gaps, enhance inclusion and connectivity, and the PCI measures their capacity through access and usage indicators.",6,9.3,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,70,"Transport",False,"Transport infrastructure underpins productive capacities by ensuring the efficient flow of people, goods, and information. Reliable networks lower costs, expand markets, and connect regions, driving structural transformation and cohesion. They also spread knowledge and innovation by linking firms and consumers. The PCI captures capacity and use across road, rail, air, and maritime transport.",5,13.31,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,80,"Private sector",False,"Private sector development is central to building productive capacities by driving investment, innovation, and job creation. A dynamic and diverse private sector promotes entrepreneurship, strengthens industrial linkages, and supports structural transformation. Its role in the PCI highlights its contribution to resource mobilization, production, and sustained economic growth.",8,28.63,16,"Half or more of the indicators imputed. Value stable across runs (variation within +/- 1 index point).",,
024,"Angola",True,1940,2102,5,True,True,,38,2009,00,"Overall index: Productive capacities index",False,"Productive capacities index (PCI): The overall PCI score is the geometric average of the values of the eight PCI categories, namely natural capital, human capital, energy, transport, ICT, institutions, structural change and private sector.",1,25.58,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,10,"Structural Change",False,"Structural change represents the shift of resources toward higher-productivity activities, both driving and resulting from productive capacity development. It reflects economic transformation from agriculture to industry and services or toward more technology-intensive production. This evolution creates a virtuous cycle of productivity, competitiveness, and investment, continually sustaining growth and upgrading over time.",9,59.67,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,20,"Energy",False,"Energy underpins all economic and social activity by enabling production, investment, and innovation. Reliable and affordable supply supports industrialization and technological progress, while shortages hinder growth and stability. It drives structural transformation and determines how firms and households adopt modern technologies and join wider value chains.",4,35.95,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,30,"Human capital",False,"Human capital encompasses the education, skills, and health of the population, as well as the integration of research and development into society. It supports individual productivity, societal innovation, and structural transformation, driving long-term development and competitiveness.",2,15.98,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,40,"Institutions",False,"Institutions provide the framework for economic decision-making and are central to sustainable development and transformation. They shape laws, regulations, and governance that enable markets, protect rights, and ensure effective policies. Strong institutions lower uncertainty and costs, encourage investment and innovation, and, within productive capacities, sustain planning, stability, and accountability.",7,32.05,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,50,"Natural capital",False,"Natural capital includes a country’s extractive and agricultural resources and the rents they generate. It shapes development paths, influences structural transformation, and supports productive diversification, though high dependence on commodities can create economic volatility if resources are not managed strategically.",3,40.05,0,,,
